name,total_return,cagr,volatility,sharpe,sortino,max_drawdown,calmar,win_rate_daily,days
TA (EMA5+Stoch+Candles),52.19151055117477,0.6461975990942366,0.13936825651401366,3.649288199064173,4.896061310114176,-0.07234452343378928,8.932225528939252,0.40418118466898956,2009
Fundamentals (Top-N Rank),3.1271536610767354,0.1946053911849761,0.20034844704776034,0.9883185731331376,1.2169049994492829,-0.34035542966841836,0.5717710787648221,0.5559980089596814,2009
Hybrid (Fund+TA timing),15.870115579657806,0.4253588491553546,0.1334868686475057,2.72290708853448,3.085724422440034,-0.06796953535181749,6.258080873344982,0.27177700348432055,2009
