date,TA,Fundamentals,Hybrid
2024-05-16,34.06395812761455,3.2220828201629685,12.020193714807657
2024-05-17,33.89281665898158,3.2238773080069207,12.020193714807657
2024-05-20,33.54307477882968,3.217051081150631,12.020193714807657
2024-05-21,33.68632155469168,3.2221036108790866,12.020193714807657
2024-05-22,34.023529757049374,3.2256046557695925,12.196805100209794
2024-05-23,33.48810915709021,3.214324579803333,12.193755898934741
2024-05-24,33.47973712980094,3.228042383562066,12.193755898934741
2024-05-28,33.47973712980094,3.2452213295613626,12.193755898934741
2024-05-29,33.47973712980094,3.216249985077875,12.193755898934741
2024-05-30,33.47973712980094,3.190823836212799,12.193755898934741
2024-05-31,33.93910351444,3.228835675904152,12.193755898934741
2024-06-03,33.82461346006544,3.2456784552244655,12.193755898934741
2024-06-04,33.84840031872865,3.2573550579526533,12.193755898934741
2024-06-05,34.19651894645796,3.289643352245698,12.193755898934741
2024-06-06,33.95268751901967,3.285328546373776,12.193755898934741
2024-06-07,33.97214011476244,3.266950185919333,12.193755898934741
2024-06-10,33.874386581099834,3.278133754689771,12.193755898934741
2024-06-11,33.86591798445456,3.2818183238304006,12.193755898934741
2024-06-12,33.86591798445456,3.281596110523416,12.193755898934741
2024-06-13,33.86591798445456,3.2834223906273023,12.193755898934741
2024-06-14,33.86591798445456,3.2888703599998754,12.193755898934741
2024-06-17,33.86591798445456,3.2833375894342596,12.193755898934741
2024-06-18,33.86591798445456,3.287283133134787,12.193755898934741
2024-06-20,34.35271279925641,3.301863511531924,12.36903114608102
2024-06-21,34.57820173575792,3.2941615605903536,12.450220649075506
2024-06-24,34.66420394609835,3.310453911579703,12.481186588346409
2024-06-25,34.65553789511182,3.3380716133922115,12.478066291699323
2024-06-26,34.65553789511182,3.3291367658257767,12.478066291699323
2024-06-27,34.65553789511182,3.335685155496178,12.478066291699323
2024-06-28,34.65553789511182,3.3325418248174463,12.478066291699323
2024-07-01,34.65553789511182,3.3354740557695237,12.478066291699323
2024-07-02,34.94987207153957,3.334668130785516,12.478066291699323
2024-07-03,35.037158531182364,3.3469821522274055,12.478066291699323
2024-07-05,35.961353607566,3.3716406506251393,12.478066291699323
2024-07-08,35.77650982253738,3.3570975843201647,12.478066291699323
2024-07-09,35.88947344653776,3.3558552027578257,12.478066291699323
2024-07-10,36.15132487587965,3.404151594347549,12.478066291699323
2024-07-11,35.83812706740909,3.3652415367235995,12.478066291699323
2024-07-12,35.550594498916375,3.3714824872612317,12.478066291699323
2024-07-15,35.74056974202327,3.3832666537972407,12.478066291699323
2024-07-16,35.935676443208436,3.402503845902469,12.478066291699323
2024-07-17,36.46965811722174,3.401672207031344,12.478066291699323
2024-07-18,36.36183787567937,3.4055027698692193,12.478066291699323
2024-07-19,36.32589779516525,3.383455417603459,12.478066291699323
2024-07-22,36.13591857726511,3.4003795421652034,12.478066291699323
2024-07-23,36.27455141603657,3.381937713762539,12.478066291699323
2024-07-24,36.45879841180604,3.3394402919499973,12.478066291699323
2024-07-25,36.617977629488365,3.3324980684328582,12.478066291699323
2024-07-26,36.74042853881333,3.3734296276999953,12.478066291699323
2024-07-29,36.74722655522509,3.3613512998514072,12.478066291699323
2024-07-30,37.083317465619146,3.3698904088536143,12.711598181362813
2024-07-31,37.13329425070912,3.402290727527865,12.783294276014486
2024-08-01,37.61648414587965,3.383810283806098,12.780098452445483
2024-08-02,38.27868404111781,3.3685147682091228,12.780098452445483
2024-08-05,37.4186780986709,3.266762302212957,12.780098452445483
2024-08-06,37.0854303464063,3.2780848267809444,12.780098452445483
2024-08-07,37.11262780836775,3.2559962488286764,12.85390361105939
2024-08-08,37.24846224058422,3.313589645307731,12.904597936987383
2024-08-09,37.23707531651191,3.3219160176565006,12.895209821794426
2024-08-12,36.99405548078957,3.331344736898805,12.799452542940243
2024-08-13,37.175253132935914,3.3740458519475203,12.853903611059392
2024-08-14,37.383510749578605,3.381740415126165,12.876433591408514
2024-08-15,38.131206039292806,3.414867754768552,12.88957844879263
2024-08-16,38.31995967122393,3.411537779385266,12.989090973723997
2024-08-19,38.418783422216386,3.447876008390726,12.951538512952169
2024-08-20,38.74811105785395,3.4315909145298398,13.026641938381848
2024-08-21,38.73065661409389,3.4401782775787244,13.062315280001108
2024-08-22,38.722429778899574,3.415966713170126,13.017252327074916
2024-08-23,38.865211707443315,3.453817899317955,13.103621490736142
2024-08-26,39.16862650909549,3.4573858912166995,13.300765925332334
2024-08-27,39.27652279363099,3.4526588113396794,13.424687549765387
2024-08-28,39.19059219427175,3.434824886934873,13.471628125730172
2024-08-29,39.34465715509309,3.425284567011424,13.527955320773936
2024-08-30,39.64813900637699,3.447975162536321,13.632302117053056
2024-09-03,39.93365776142922,3.376646201516779,13.730472624585095
2024-09-04,39.68752798223908,3.3616282010665026,13.64584531056706
2024-09-05,38.92724659216798,3.348837745148642,13.384436178558234
2024-09-06,38.91084171746907,3.298250968107606,13.378795656362426
2024-09-09,39.18853281409634,3.338936279918013,13.512318984920059
2024-09-10,39.064935358271526,3.340490079561191,13.455901774604492
2024-09-11,38.71363679454386,3.3675819628392962,13.367513113426124
2024-09-12,38.916360133217886,3.395900637827286,13.395721718583907
2024-09-13,39.11134353306302,3.4169538576604177,13.521641431407868
2024-09-16,39.28375990880582,3.4404571946282356,13.652293548348293
2024-09-17,39.164345723390866,3.4418360339827005,13.59548821495921
2024-09-18,39.127280853553245,3.434967270014921,13.586020409636914
2024-09-19,39.11749903333986,3.4687958712171967,13.582623904534506
2024-09-20,39.672715291158,3.464124232385155,13.775409583629157
2024-09-23,39.72255465897564,3.468605963409675,13.79271512220998
2024-09-24,39.50104294884487,3.4784947913521873,13.715800433809472
2024-09-25,39.56749690014798,3.4647330263627873,13.738874992506362
2024-09-26,39.53980738855179,3.4582791974259077,13.729260466235377
2024-09-27,39.75578382594657,3.4759431758883403,13.804253162442112
2024-09-30,39.79454826565349,3.4951628031838373,13.817713194868016
2024-10-01,39.71147534822617,3.4883222163956376,13.788868094287686
2024-10-02,39.70154747938912,3.4933357153436053,13.785420877264114
2024-10-03,39.70154747938912,3.507514338992261,13.785420877264114
2024-10-04,39.70154747938912,3.528593512336367,13.785420877264114
2024-10-07,39.70154747938912,3.513751875492479,13.785420877264114
2024-10-08,39.70154747938912,3.52524386720211,13.785420877264114
2024-10-09,39.950142018310984,3.544554205034274,13.785420877264114
2024-10-10,39.73144872190772,3.5427347191105167,13.785420877264114
2024-10-11,41.69963377083173,3.554368197876885,13.785420877264114
2024-10-14,41.65987135330386,3.5792582671739854,13.785420877264114
2024-10-15,41.888497451416896,3.5213362308115093,13.785420877264114
2024-10-16,42.54455783394621,3.540930838912288,13.785420877264114
2024-10-17,42.345753548979076,3.5338568920653244,13.785420877264114
2024-10-18,42.06742442895621,3.542328517061948,13.785420877264114
2024-10-21,41.51075838623827,3.546376669748822,13.785420877264114
2024-10-22,42.015961123249014,3.5611828213345214,13.94615449715586
2024-10-23,42.045189688453746,3.525010049011264,13.94266795853157
2024-10-24,42.35303228950494,3.5142167442154393,13.94266795853157
2024-10-25,41.59832567120859,3.5213581668203893,13.94266795853157
2024-10-28,42.323240315706606,3.5270331448586942,13.94266795853157
2024-10-29,42.233864394311595,3.523247817479628,13.94266795853157
2024-10-30,42.01540550952034,3.5294576323118316,13.94266795853157
2024-10-31,41.528811065679136,3.4656424686566076,13.94266795853157
2024-11-01,41.469223220649994,3.478837373837746,13.94266795853157
2024-11-04,41.45885591484483,3.4702136107939254,13.94266795853157
2024-11-05,41.45885591484483,3.5009308286364127,13.94266795853157
2024-11-06,41.45885591484483,3.552633303609688,13.94266795853157
2024-11-07,41.45885591484483,3.5877914141880796,13.94266795853157
2024-11-08,41.45885591484483,3.576868850351403,13.94266795853157
2024-11-11,41.45885591484483,3.559622564822145,13.94266795853157
2024-11-12,41.45885591484483,3.5586187511881646,13.94266795853157
2024-11-13,41.45885591484483,3.5608466107084897,13.94266795853157
2024-11-14,41.45885591484483,3.5397570144043207,13.94266795853157
2024-11-15,41.45885591484483,3.476717475716187,13.94266795853157
2024-11-18,41.45885591484483,3.485502939235942,13.94266795853157
2024-11-19,41.45885591484483,3.502710539073802,13.94266795853157
2024-11-20,41.45885591484483,3.519981134742586,13.94266795853157
2024-11-21,41.45885591484483,3.5182085382683392,13.94266795853157
2024-11-22,41.63573650143832,3.5066174869834974,14.002153133237037
2024-11-25,41.122855218879,3.5136982322304737,13.82967048104909
2024-11-26,41.679329260911516,3.527030059620561,14.016813435778412
2024-11-27,41.571622758544486,3.517660070085158,13.980591596889207
2024-11-29,41.52546282895862,3.534790170783968,13.965067951650976
2024-12-02,41.5972698934501,3.5499435811892464,13.989216762205178
2024-12-03,41.522907941956525,3.5534642378005232,13.964208739780418
2024-12-04,41.51252721497104,3.546115030209661,13.960717687595473
2024-12-05,41.51252721497104,3.5375930506438515,13.960717687595473
2024-12-06,41.51252721497104,3.51180582374552,13.960717687595473
2024-12-09,41.51252721497104,3.5174022084411267,13.960717687595473
2024-12-10,41.51252721497104,3.5244567047082573,13.960717687595473
2024-12-11,41.51252721497104,3.5309161616218114,13.960717687595473
2024-12-12,41.51252721497104,3.511394465528861,13.960717687595473
2024-12-13,41.51252721497104,3.4900676326230804,13.960717687595473
2024-12-16,41.51252721497104,3.455958753355076,13.960717687595473
2024-12-17,42.066268685142994,3.462744192943599,14.146941674801841
2024-12-18,42.05575211797171,3.4025334207575404,14.14340493938314
2024-12-19,42.05575211797171,3.3827503362359677,14.14340493938314
2024-12-20,42.05575211797171,3.415300138647435,14.14340493938314
2024-12-23,42.05575211797171,3.45252333753374,14.14340493938314
2024-12-24,42.43946426571286,3.470865833189023,14.27244784106375
2024-12-26,42.32160942506996,3.465393216396285,14.232813102619335
2024-12-27,42.31102902271369,3.4431870452441737,14.229254899343681
2024-12-30,42.31102902271369,3.4172076471083845,14.229254899343681
2024-12-31,42.47661256562026,3.414309203927625,14.284940863348222
2025-01-02,42.60470214619902,3.4303871905241374,14.32801755834013
2025-01-03,42.57268138844223,3.4667779592904555,14.317248935247866
2025-01-06,43.05299930434568,3.502252321796609,14.478780484254694
2025-01-07,43.43726149653036,3.485481018808901,14.60800836660757
2025-01-08,43.004968167710494,3.475281772396705,14.462627549616297
2025-01-10,42.780816313861365,3.4566074578316512,14.387244985347593
2025-01-13,42.90890261966433,3.4799271962780702,14.430320579028079
2025-01-14,42.898175394009414,3.468630768099174,14.426712998883323
2025-01-15,43.98866918216901,3.5185627064917733,14.426712998883323
2025-01-16,43.97767201487347,3.495801000516644,14.426712998883323
2025-01-17,43.97767201487347,3.522221790351743,14.426712998883323
2025-01-21,43.97767201487347,3.541991247693503,14.426712998883323
2025-01-22,43.97767201487347,3.544223925691871,14.426712998883323
2025-01-23,43.97767201487347,3.5673759664773503,14.426712998883323
2025-01-24,43.97767201487347,3.564311979417419,14.426712998883323
2025-01-27,43.97767201487347,3.5404938452342676,14.426712998883323
2025-01-28,43.97767201487347,3.571136777357157,14.426712998883323
2025-01-29,43.97767201487347,3.5547421035112836,14.426712998883323
2025-01-30,43.97767201487347,3.575093004404292,14.426712998883323
2025-01-31,43.97767201487347,3.531446407732014,14.426712998883323
2025-02-03,43.97767201487347,3.516592488522355,14.426712998883323
2025-02-04,43.97767201487347,3.548581826314535,14.426712998883323
2025-02-05,43.97767201487347,3.5510026678640285,14.426712998883323
2025-02-06,43.97767201487347,3.5450223755623504,14.426712998883323
2025-02-07,43.97767201487347,3.5344413712414853,14.426712998883323
2025-02-10,43.97767201487347,3.576904682932718,14.426712998883323
2025-02-11,43.97767201487347,3.596199318253123,14.426712998883323
2025-02-12,43.97767201487347,3.5711186862164985,14.426712998883323
2025-02-13,43.97767201487347,3.608695779783446,14.426712998883323
2025-02-14,43.97767201487347,3.609140985596123,14.426712998883323
2025-02-18,43.97767201487347,3.5929390124897136,14.426712998883323
2025-02-19,43.97767201487347,3.6206640907320464,14.426712998883323
2025-02-20,43.97767201487347,3.626041441501166,14.426712998883323
2025-02-21,43.97767201487347,3.5727601132935147,14.426712998883323
2025-02-24,43.97767201487347,3.5536170161711294,14.426712998883323
2025-02-25,43.97767201487347,3.5344748524431098,14.426712998883323
2025-02-26,43.97767201487347,3.5294573337578616,14.426712998883323
2025-02-27,43.97767201487347,3.483404747619252,14.426712998883323
2025-02-28,44.52271913889752,3.5317877151062143,14.605513696348671
2025-03-03,44.21949678065383,3.458205790902491,14.506042720810292
2025-03-04,44.20844190645867,3.4461269665925927,14.50241621013009
2025-03-05,44.20844190645867,3.467071794024716,14.50241621013009
2025-03-06,44.20844190645867,3.4552134159776093,14.50241621013009
2025-03-07,44.20844190645867,3.4897339770673588,14.50241621013009
2025-03-10,44.20844190645867,3.434052047042753,14.50241621013009
2025-03-11,44.20844190645867,3.415002047216581,14.50241621013009
2025-03-12,44.20844190645867,3.4318359294217675,14.50241621013009
2025-03-13,44.20844190645867,3.4005951352304327,14.50241621013009
2025-03-14,44.20844190645867,3.467238760759538,14.50241621013009
2025-03-17,44.20844190645867,3.483411028437197,14.50241621013009
2025-03-18,44.20844190645867,3.4565377796192216,14.50241621013009
2025-03-19,44.20844190645867,3.4820808738989095,14.50241621013009
2025-03-20,44.20844190645867,3.493605501057178,14.50241621013009
2025-03-21,44.34931371899751,3.5036553188597597,14.54862868832682
2025-03-24,44.113048382127424,3.537573692682308,14.471122716536037
2025-03-25,44.102020120031895,3.5363504291073125,14.467504935856903
2025-03-26,44.102020120031895,3.507097968086352,14.467504935856903
2025-03-27,44.102020120031895,3.487970419167445,14.467504935856903
